# culture.random_duplication_results
mean = 	 0 	 70.28282828282828
mean = 	 1 	 25.535353535353536
mean = 	 2 	 1.1919191919191918
mean = 	 3 	 1.3434343434343434
mean = 	 4 	 0.6464646464646465
sd = 	 0 	 4.440494112192043
sd = 	 1 	 4.353828296408658
sd = 	 2 	 1.088755824781345
sd = 	 3 	 1.147343142260961
sd = 	 4 	 0.8203612324948262

# ref.random_duplication_results
mean = 	 0 	 69.06060606060606
mean = 	 1 	 26.88888888888889
mean = 	 2 	 1.0404040404040404
mean = 	 3 	 1.7474747474747474
mean = 	 4 	 0.26262626262626265
sd = 	 0 	 3.876419731623608
sd = 	 1 	 3.9154934126393313
sd = 	 2 	 0.9419428870201833
sd = 	 3 	 1.2172450625455842
sd = 	 4 	 0.4624453794852363

# sk047.random_duplication_results
mean = 	 0 	 69.98989898989899
mean = 	 1 	 26.464646464646464
mean = 	 2 	 1.2222222222222223
mean = 	 3 	 1.3232323232323233
mean = 	 4 	 0.0
sd = 	 0 	 4.5493810201569875
sd = 	 1 	 4.260016435006784
sd = 	 2 	 1.0005610098618014
sd = 	 3 	 1.117611837246362
sd = 	 4 	 0.0

# sk048.random_duplication_results
mean = 	 0 	 69.62626262626263
mean = 	 1 	 26.353535353535353
mean = 	 2 	 0.9595959595959596
mean = 	 3 	 1.7777777777777777
mean = 	 4 	 0.2828282828282828
sd = 	 0 	 5.147492983174968
sd = 	 1 	 5.043874435338096
sd = 	 2 	 0.9311575496154759
sd = 	 3 	 1.1595502049889912
sd = 	 4 	 0.5512227737229193
