dnds    group
6.1464510	SICAVARII
4.65103107	SICAVARII 
0.63344032	SICAVARII 
0.42318111	SICAVARII 
1.83390605	SICAVARII
0.11656797	BUSCO
0.29442316	BUSCO
0.03442498	BUSCO
0.21802008	BUSCO
0.30045294	BUSCO
0.04390131	BUSCO
0.19418951	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.12111641	BUSCO
0.05614451	BUSCO
0.41949275	BUSCO
0.00010000	BUSCO
0.03831879	BUSCO
1.15853936	BUSCO
0.08237029	BUSCO
0.07813177	BUSCO
0.00010000	BUSCO
0.09018917	BUSCO
0.29211592	BUSCO
0.08372492	BUSCO
0.00010000	BUSCO 
0.12871077	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.07277694	BUSCO
0.00010000	BUSCO
0.11568912	BUSCO
0.05266340	BUSCO
0.00010000	BUSCO
0.28718843	BUSCO
0.86026558	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.12216172	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
1.50542233	BUSCO
0.04939499	BUSCO
0.17733418	BUSCO 
0.00010000	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.11497431	BUSCO
0.17550403	BUSCO
2.17342110	BUSCO
0.00010000	BUSCO
0.25368473	BUSCO
1.32757996	BUSCO
0.03953512	BUSCO
0.27553912	BUSCO
2.90033817	BUSCO
0.12427916	BUSCO
0.00010000	BUSCO
1.47141559	BUSCO
2.36397582	BUSCO 
0.26968655	BUSCO 
0.10095954	BUSCO
0.15595964	BUSCO
0.05237706	BUSCO
0.09601310	BUSCO
0.09993586	BUSCO 
1.09283428	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO
0.06890003	BUSCO
0.00010000	BUSCO
0.11797319	BUSCO 
0.07717585	BUSCO
0.00010000	BUSCO
0.30900467	BUSCO 
0.00010000	BUSCO
0.23814448	BUSCO
0.11546941	BUSCO
0.08665946	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO 
0.35424836	BUSCO
0.12917344	BUSCO
0.06875204	BUSCO
0.16620897	BUSCO
0.35541119	BUSCO
0.95732048	BUSCO
0.00015483	BUSCO
0.00010000	BUSCO
0.18351261	BUSCO
2.98225694	BUSCO
0.67602695	BUSCO
0.00010000	BUSCO
0.00010000	BUSCO 
1.69573587	BUSCO
0.13710753	BUSCO
0.10890778	BUSCO
0.00010000	BUSCO
0.08273213	BUSCO
0.00010000	BUSCO
0.14446733	BUSCO
0.28870514	BUSCO
0.14024820	BUSCO
0.00010000	BUSCO
0.07117778	BUSCO
0.08672666	BUSCO
0.00010000	BUSCO
0.09739370	BUSCO 
0.20406839	BUSCO
0.79624379	BUSCO
0.21911029	BUSCO
2.32388437	BUSCO
0.41556374	BUSCO 
0.04187934	BUSCO 
0.23613642	BUSCO
1.68179061	BUSCO
0.15709595	BUSCO
2.25847299	BUSCO
0.00010000	BUSCO
0.13242369	BUSCO 
0.09350087	BUSCO
0.14014718	BUSCO
0.06494059	BUSCO 
0.13842926	BUSCO
0.28145119	BUSCO
0.19678618	BUSCO
0.08474390	BUSCO 
0.46411787	BUSCO
0.19098990	BUSCO
0.30406145	BUSCO
1.11668899	BUSCO
5.64754968	BUSCO 
0.42082995	BUSCO
0.07417174	BUSCO
0.99010631	BUSCO 
0.00010000	BUSCO 
1.80081213	BUSCO 
1.24539382	BUSCO 
0.00010000	BUSCO 
0.05350882	BUSCO 
0.00010000	BUSCO 
0.18387325	BUSCO 
0.12742289	BUSCO 
0.07365377	BUSCO 
0.04598336	BUSCO 
0.00010000	BUSCO 
0.25344783	BUSCO 
0.00010000	BUSCO 
0.07461502	BUSCO 
0.21976350	BUSCO 
0.00010000	BUSCO 
0.19254418	BUSCO 
0.00010000	BUSCO  
0.07550543	BUSCO 
1.13591270	BUSCO
4.65104269	SICAVARI
1.79717166	SICAVARI
0.42318108	SICAVARI
2.34360660	SICAVARI
2.70007455	SICAVARI
0.42830266	SICAVARI
3.78573660	SICAVARI
2.37230377	SICAVARI
2.36720618	SICAVARI
3.15281896	SICAVARI
1.27788092	SICAVARI
2.62061704	SICAVARI
3.65053826	SICAVARI
0.59683590	SICAVARI
3.84784135	SICAVARI
1.77956104	KIR
0.35857091	KIR 
4.70425109	KIR
4.45675070	KIR
3.37560611	KIR
2.53634850	KIR
3.20833040	KIR 
1.69073407	KIR
1.54618394	KIR 
2.34360817	KIR
1.33320018	KIR
2.06206709	KIR
1.56364621	KIR
1.75278361	KIR
3.51785165	KIR 
1.44592006	KIR
2.95919235	KIR
1.90827537	KIR
1.34012409	KIR
5.40615689	KIR
1.61579267	KIR
1.21158623	KIR
3.07825628	KIR
2.32110634	KIR
1.41461672	KIR
2.16056455	KIR
